etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_02,100,"[63.92800521850586, 114.97887420654297, 0.4972984790802002]","[75.29340362548828, 143.1481170654297, 0.3743276000022888]","[90.84605407714844, 143.1481170654297, 0.24801568686962128]","[70.50797271728516, 181.5062255859375, 0.9228430986404419]","[93.23876953125, 182.10557556152344, 0.38897237181663513]","[48.97353744506836, 209.67547607421875, 0.65431147813797]","[99.8187255859375, 214.47023010253906, 0.5113927721977234]","[77.08794403076172, 205.4800567626953, 0.10580571740865707]","[85.46244812011719, 202.4833221435547, 0.09569763392210007]","[84.86427307128906, 268.4113464355469, 0.3393269181251526]","[62.73164749145508, 263.0172424316406, 0.418983519077301]","[127.9331283569336, 306.76947021484375, 0.35121408104896545]","[56.74986267089844, 315.1602783203125, 0.32024452090263367]","[83.06973266601562, 143.1481170654297]","[81.27519226074219, 203.981689453125]"
subject_02,101,"[57.43344497680664, 116.4844741821289, 0.6252617835998535]","[70.0073013305664, 141.6688232421875, 0.31658607721328735]","[84.3774185180664, 141.6688232421875, 0.20074684917926788]","[64.61849975585938, 181.24424743652344, 0.7396005392074585]","[86.17369079589844, 182.44349670410156, 0.3634513020515442]","[46.65584945678711, 211.2256317138672, 0.7732834815979004]","[92.1612319946289, 215.42300415039062, 0.42193108797073364]","[71.2048110961914, 206.42860412597656, 0.08692046999931335]","[81.3836441040039, 202.83084106445312, 0.10087994486093521]","[71.8035659790039, 268.78985595703125, 0.2048196643590927]","[58.032196044921875, 261.5943298339844, 0.23345007002353668]","[117.90770721435547, 302.3689880371094, 0.361436665058136]","[56.23593521118164, 315.5608215332031, 0.2638373374938965]","[77.1923599243164, 141.6688232421875]","[76.29422760009766, 204.62973022460938]"
subject_02,102,"[52.624637603759766, 116.68161010742188, 0.34521588683128357]","[63.989234924316406, 142.47698974609375, 0.3247523903846741]","[77.74638366699219, 141.87710571289062, 0.16033843159675598]","[59.20414352416992, 181.47000122070312, 0.49342435598373413]","[81.33518981933594, 181.47000122070312, 0.27434009313583374]","[45.446998596191406, 213.26429748535156, 0.5006255507469177]","[83.72774505615234, 215.06398010253906, 0.24775570631027222]","[66.97991943359375, 203.06613159179688, 0.07336843013763428]","[74.75569915771484, 200.06666564941406, 0.07612748444080353]","[60.40041732788086, 269.0543212890625, 0.1601569950580597]","[55.017189025878906, 264.8550720214844, 0.1751408725976944]","[106.45693969726562, 298.44903564453125, 0.2565847933292389]","[56.81159591674805, 315.8459167480469, 0.22209089994430542]","[70.86781311035156, 142.1770477294922]","[70.86781311035156, 201.56640625]"
subject_02,103,"[45.54983139038086, 112.7359390258789, 0.33880603313446045]","[59.33551788330078, 141.534423828125, 0.26538723707199097]","[71.92244720458984, 139.73451232910156, 0.128208190202713]","[54.54049301147461, 181.13232421875, 0.3857469856739044]","[75.51870727539062, 179.3323974609375, 0.16654783487319946]","[44.351078033447266, 212.93064880371094, 0.5151905417442322]","[76.11808776855469, 215.33050537109375, 0.15462203323841095]","[59.93489074707031, 205.1310577392578, 0.07121255993843079]","[69.52493286132812, 201.53123474121094, 0.04877655953168869]","[47.347965240478516, 267.52777099609375, 0.22975598275661469]","[55.73925018310547, 265.12786865234375, 0.1902189999818802]","[92.9006576538086, 296.32623291015625, 0.21252185106277466]","[56.338626861572266, 317.32513427734375, 0.2155846208333969]","[65.62898254394531, 140.63446044921875]","[64.72991180419922, 203.33114624023438]"
subject_02,104,"[40.614131927490234, 112.14069366455078, 0.3922748565673828]","[54.351070404052734, 140.87582397460938, 0.22107987105846405]","[63.907203674316406, 137.88258361816406, 0.0984477624297142]","[51.36478042602539, 180.38662719726562, 0.4353065490722656]","[46.58671188354492, 180.38662719726562, 0.021579815074801445]","[43.60042190551758, 213.31231689453125, 0.49527275562286377]","[59.72639465332031, 209.12176513671875, 0.016306737437844276]","[54.351070404052734, 209.12176513671875, 0.06802500039339066]","[65.69898223876953, 204.93121337890625, 0.03481234982609749]","[34.64155197143555, 264.79608154296875, 0.21815966069698334]","[53.75381088256836, 263.5987854003906, 0.16970108449459076]","[75.85236358642578, 294.728515625, 0.1959383636713028]","[56.142845153808594, 316.87847900390625, 0.21774815022945404]","[59.12913513183594, 139.37921142578125]","[60.0250244140625, 207.0264892578125]"
subject_02,105,"[33.86784744262695, 113.0160140991211, 0.2657238841056824]","[48.82982635498047, 139.97824096679688, 0.25975969433784485]","[60.200931549072266, 138.77992248535156, 0.08646205067634583]","[48.23134994506836, 178.92367553710938, 0.33653101325035095]","[53.01918029785156, 178.92367553710938, 0.053943268954753876]","[42.24655532836914, 213.0758514404297, 0.5393319725990295]","[38.05720520019531, 204.0884552001953, 0.018866006284952164]","[50.02678680419922, 211.87753295898438, 0.06781180948019028]","[61.397884368896484, 203.48927307128906, 0.036010101437568665]","[24.292184829711914, 262.80621337890625, 0.30604085326194763]","[50.02678680419922, 258.612060546875, 0.2099081426858902]","[60.200931549072266, 295.760009765625, 0.11393693834543228]","[56.61005783081055, 316.1315002441406, 0.059213459491729736]","[54.515380859375, 139.37908935546875]","[55.71233367919922, 207.68341064453125]"
subject_02,106,"[27.928197860717773, 110.63883972167969, 0.286983847618103]","[43.407772064208984, 140.0088348388672, 0.30889034271240234]","[51.14756393432617, 137.01190185546875, 0.06707834452390671]","[43.407772064208984, 179.56845092773438, 0.4619251489639282]","[48.76608657836914, 175.3727264404297, 0.03198136389255524]","[40.430931091308594, 213.7335662841797, 0.530370831489563]","[33.88188171386719, 195.7519073486328, 0.02333197183907032]","[38.04945755004883, 208.93846130371094, 0.05442999675869942]","[51.14756393432617, 205.34213256835938, 0.03411256894469261]","[16.616201400756836, 260.4858093261719, 0.2632187306880951]","[48.76608657836914, 261.085205078125, 0.21033287048339844]","[46.979984283447266, 299.4460144042969, 0.12684929370880127]","[57.10124206542969, 318.02703857421875, 0.09010175615549088]","[47.27766799926758, 138.5103759765625]","[44.5985107421875, 207.14028930664062]"
subject_02,107,"[22.963895797729492, 112.7085189819336, 0.4375021159648895]","[38.554779052734375, 140.26150512695312, 0.2595922350883484]","[45.15092849731445, 138.46456909179688, 0.07737930864095688]","[39.1544303894043, 180.3930206298828, 0.4874492585659027]","[38.554779052734375, 180.99200439453125, 0.05042853206396103]","[39.1544303894043, 215.13375854492188, 0.6529932022094727]","[28.360740661621094, 196.56544494628906, 0.04052921384572983]","[33.157936096191406, 210.34193420410156, 0.11251263320446014]","[48.149173736572266, 207.34703063964844, 0.04712800309062004]","[9.7716064453125, 258.2601623535156, 0.2790509760379791]","[46.350223541259766, 261.8540344238281, 0.2021922916173935]","[32.55828857421875, 304.98046875, 0.15476290881633759]","[55.944618225097656, 315.7620544433594, 0.1535549759864807]","[41.85285186767578, 139.363037109375]","[40.65355682373047, 208.844482421875]"
subject_02,108,"[16.990966796875, 113.76700592041016, 0.34811002016067505]","[33.08767318725586, 141.95053100585938, 0.2792709767818451]","[39.64558792114258, 138.95228576660156, 0.07334380596876144]","[35.47236633300781, 180.927734375, 0.46544089913368225]","[33.68384552001953, 180.927734375, 0.06355398148298264]","[36.06854248046875, 215.10775756835938, 0.6752365231513977]","[21.76036262512207, 201.91546630859375, 0.0452406108379364]","[27.722105026245117, 207.31231689453125, 0.10240782052278519]","[42.626461029052734, 206.71266174316406, 0.04857582226395607]","[5.067481517791748, 257.0832214355469, 0.23242278397083282]","[45.01115798950195, 264.878662109375, 0.2216002345085144]","[15.20244312286377, 308.653076171875, 0.19312238693237305]","[55.74229431152344, 316.4485168457031, 0.16861695051193237]","[36.36663055419922, 140.451416015625]","[35.17428207397461, 207.01248168945312]"
subject_02,109,"[11.009366989135742, 115.97251892089844, 0.32296261191368103]","[28.267295837402344, 142.36605834960938, 0.3193419873714447]","[33.62320327758789, 139.96664428710938, 0.07414807379245758]","[31.242799758911133, 181.3565216064453, 0.5073494911193848]","[30.6476993560791, 181.3565216064453, 0.06670013815164566]","[32.43299865722656, 215.54815673828125, 0.5606719851493835]","[16.960376739501953, 196.3528594970703, 0.05828674137592316]","[22.91138458251953, 209.54962158203125, 0.10344339162111282]","[38.384010314941406, 209.54962158203125, 0.053250283002853394]","[2.6779541969299316, 260.53717041015625, 0.1750728040933609]","[41.35951232910156, 265.33599853515625, 0.20526175200939178]","[0.2975504696369171, 312.12451171875, 0.2013155072927475]","[55.046836853027344, 315.7236328125, 0.1574777215719223]","[30.945249557495117, 141.16635131835938]","[30.64769744873047, 209.54962158203125]"
subject_02,110,"[5.64980411529541, 113.8188247680664, 0.19769980013370514]","[22.896574020385742, 143.17405700683594, 0.31086787581443787]","[28.84373664855957, 141.9758758544922, 0.08256565779447556]","[25.870155334472656, 182.11465454101562, 0.4233018755912781]","[25.275440216064453, 181.51556396484375, 0.10893073678016663]","[28.84373664855957, 217.46075439453125, 0.5616026520729065]","[8.028668403625488, 207.27627563476562, 0.0753154382109642]","[17.54412841796875, 210.27171325683594, 0.08205737918615341]","[33.60146713256836, 210.27171325683594, 0.05070335790514946]","[0.29735809564590454, 264.78857421875, 0.40750008821487427]","[38.359195709228516, 265.3876647949219, 0.22449670732021332]","[55.01124954223633, 315.7109069824219, 0.1984633207321167]","[54.416534423828125, 315.11181640625, 0.13324019312858582]","[25.870155334472656, 142.57496643066406]","[25.572797775268555, 210.27171325683594]"
subject_02,111,"[3.275073766708374, 119.44837951660156, 0.22435347735881805]","[16.970836639404297, 144.0150146484375, 0.22791999578475952]","[21.734580993652344, 142.816650390625, 0.06423285603523254]","[20.54364585876465, 185.35888671875, 0.34845054149627686]","[20.54364585876465, 183.56130981445312, 0.15429244935512543]","[24.116453170776367, 217.71493530273438, 0.5431873202323914]","[24.116453170776367, 217.11573791503906, 0.06795325875282288]","[11.611625671386719, 208.72715759277344, 0.06597618013620377]","[27.689260482788086, 207.52877807617188, 0.0300328079611063]","[35.43034362792969, 267.4474182128906, 0.116842120885849]","[35.43034362792969, 266.84820556640625, 0.19952520728111267]","[54.485321044921875, 313.5847473144531, 0.2099638432264328]","[53.889854431152344, 312.9855651855469, 0.1487145721912384]","[19.35270881652832, 143.41583251953125]","[19.65044403076172, 208.12796020507812]"
subject_02,112,"[0.40998923778533936, 121.91462707519531, 0.3824748396873474]","[9.968110084533691, 144.67527770996094, 0.1571093052625656]","[12.955022811889648, 143.47735595703125, 0.10458038002252579]","[14.149787902832031, 186.602783203125, 0.35839399695396423]","[14.747170448303223, 186.0038299560547, 0.1696893721818924]","[18.928848266601562, 218.94686889648438, 0.5092713236808777]","[19.526229858398438, 218.94686889648438, 0.20272447168827057]","[7.578579902648926, 217.1499786376953, 0.07106362283229828]","[13.55240535736084, 218.94686889648438, 0.02582966722548008]","[30.87649917602539, 268.0619812011719, 0.15617015957832336]","[30.87649917602539, 268.0619812011719, 0.19280879199504852]","[53.5770378112793, 312.3853454589844, 0.1768748164176941]","[52.97965621948242, 310.58843994140625, 0.15090106427669525]","[11.461566925048828, 144.07632446289062]","[10.565492630004883, 218.04843139648438]"
subject_02,113,"[16.42917823791504, 117.0856704711914, 0.04556253179907799]","[3.3211236000061035, 143.45066833496094, 0.12925980985164642]","[5.704406261444092, 145.248291015625, 0.18840107321739197]","[7.491868019104004, 187.19261169433594, 0.2215985506772995]","[6.30022668838501, 187.19261169433594, 0.2748793661594391]","[12.25843334197998, 218.95045471191406, 0.33736005425453186]","[12.25843334197998, 219.54965209960938, 0.26967182755470276]","[3.9169442653656006, 216.55364990234375, 0.08794207125902176]","[4.512764930725098, 216.55364990234375, 0.04313402622938156]","[22.983203887939453, 266.2876281738281, 0.13593600690364838]","[22.38738441467285, 265.68841552734375, 0.156972736120224]","[51.58259582519531, 310.6287841796875, 0.21307267248630524]","[49.79513168334961, 307.6327209472656, 0.15321922302246094]","[4.512764930725098, 144.3494873046875]","[4.214854717254639, 216.55364990234375]"
subject_02,114,"[15.769513130187988, 147.84954833984375, 0.08372882753610611]","[2.677841901779175, 141.8562774658203, 0.11225012689828873]","[2.677841901779175, 140.6576385498047, 0.07190307229757309]","[0.29753798246383667, 185.0077362060547, 0.21107396483421326]","[0.29753798246383667, 184.40841674804688, 0.16686789691448212]","[3.2729179859161377, 216.77200317382812, 0.38480111956596375]","[3.2729179859161377, 217.37132263183594, 0.23684057593345642]","[3.2729179859161377, 203.58685302734375, 0.06509166210889816]","[0.29753798246383667, 205.98414611816406, 0.032625988125801086]","[12.794133186340332, 263.5194091796875, 0.16293780505657196]","[12.794133186340332, 263.5194091796875, 0.1536492556333542]","[46.11838912963867, 305.47222900390625, 0.14797744154930115]","[46.11838912963867, 305.47222900390625, 0.10973747074604034]","[2.677841901779175, 141.2569580078125]","[1.7852280139923096, 204.78549194335938]"
subject_02,115,"[7.991377353668213, 147.84255981445312, 0.12947770953178406]","[0.8285629749298096, 202.90196228027344, 0.10775061696767807]","[0.8285629749298096, 199.3111572265625, 0.04742083325982094]","[5.006871223449707, 146.04714965820312, 0.13228267431259155]","[4.409969806671143, 146.64561462402344, 0.07211720198392868]","[4.409969806671143, 221.45460510253906, 0.05099880322813988]","[0.8285629749298096, 213.0760040283203, 0.06788531690835953]","[0.8285629749298096, 204.0989227294922, 0.12035377323627472]","[0.8285629749298096, 207.6897430419922, 0.03562776371836662]","[4.409969806671143, 263.94610595703125, 0.2398514300584793]","[5.006871223449707, 263.94610595703125, 0.20632246136665344]","[39.03023910522461, 301.0513610839844, 0.17773713171482086]","[38.43333435058594, 300.452880859375, 0.13380931317806244]","[0.8285629749298096, 201.1065673828125]","[0.8285629749298096, 205.8943328857422]"
subject_02,116,"[0.2967187464237213, 154.95545959472656, 0.08936901390552521]","[0.2967187464237213, 148.96543884277344, 0.039639152586460114]","[0.2967187464237213, 148.96543884277344, 0.03837868943810463]","[0.2967187464237213, 268.1668395996094, 0.19443705677986145]","[2.670468807220459, 270.5628356933594, 0.17141452431678772]","[27.594844818115234, 294.5229187011719, 0.1685473769903183]","[27.594844818115234, 294.5229187011719, 0.16583853960037231]","[0.2967187464237213, 217.2516632080078, 0.048358023166656494]","[0.2967187464237213, 213.65765380859375, 0.05287671834230423]","[0.2967187464237213, 267.56781005859375, 0.30274122953414917]","[0.2967187464237213, 268.7658386230469, 0.2585313618183136]","[28.781721115112305, 295.12188720703125, 0.12446936964988708]","[28.188282012939453, 295.12188720703125, 0.11188295483589172]","[0.2967187464237213, 148.96543884277344]","[0.2967187464237213, 215.45465087890625]"
